,sentence,label,split
5071,player help tend work group,1,train
5072,learn company work process management,0,train
5073,learn build basic game call tetris game java,0,train
5074,learn web make php basic crud function,0,train
5075,learn basic datum structure algorithm,0,train
5076,work web project team semester,0,train
5077,software technology,0,train
5078,study software engineer pfiev fast,1,train
5079,have pretty good read listen skill bit speak write skill,1,train
5080,language css3 html5 php javascript react js,1,train
5081,teamwork skill team leader team homework small project,1,train
5082,write post product advertising facebook,1,train
5083,manage enhance facebook nickname sell interact,0,train
5084,participate design photo video colleague,0,train
5085,htmlcss php java javascript,1,train
5086,graduation project php laravel framwork,1,train
5087,participate design build interface website basic function,0,train
5088,manage contact administrator,0,train
5089,php laravel framwork,1,train
5090,htmlcss bootstrap 4,1,train
5091,description project test end web mobile application,0,train
5092,create datum test base api structure provide client,0,train
5093,daily progress report,0,train
5094,design write test case,1,train
5095,apply skill experience,0,train
5096,tocontribute development,0,train
5097,read learn listen,0,train
5098,hardworking dedicate person love explore,0,train
5099,bachelor software engineer,0,train
5100,java student,1,train
5101,website manage real estate manager input information distribute,0,train
5102,tech java jdbc spring boot mysql jpa web servicesr,1,train
5103,duy tan university capstone 1 project research,1,train
5104,tech javascript express framework mongodb socketio,1,train
5105,fpt software internship student,0,train
5106,manage stuff movie schedule ticket room,0,train
5107,tech java spring boot thymleaf sql server,1,train
5108,enthusiastic work try complete task good,0,train
5109,way enthusiastic work software love simplicity high,0,train
5110,performance stability software application make software,0,train
5111,start develop web application mid2019 intermediate,0,train
5112,experience javascript learn javascript foundation,1,train
5113,software development design pattern database backend future want,1,train
5114,win prize contest make game gameloft,0,train
5115,enclave company software engineer,0,train
5116,good technical,1,train
5117,good communication skill,1,train
5118,technology reactjs nodejs google map apis amazon web,1,train
5119,service mongodb atlas,0,train
5120,management product management,1,train
5121,management execution order type customer,0,train
5122,technology reactjs php amazon web service,0,train
5123,internship php,0,train
5124,website manage work project city term scale,0,train
5125,development fe react js,1,train
5126,development php bagisto,0,train
5127,app help manage relate datum,0,train
5128,development fe vue js leaflet js opencagedata api,1,train
5129,opencagedata api,0,train
5130,good fulfill company,0,train
5131,mission development,0,train
5132,grateful good,0,train
5133,c project student,0,train
5134,develop function manage,0,train
5135,database project manage,0,train
5136,java project develop,1,train
5137,javafx project manage,0,train
5138,web project build hotel,1,train
5139,development website function,0,train
5140,faculty information technology,0,train
5141,staff research study,0,train
5142,file resource management,0,train
5143,group policy management,0,train
5144,position software engineer java developer,1,train
5145,staff support erp software engieer network,0,train
5146,friendly,0,train
5147,problemsolve skill,1,train
5148,sql oracle,1,train
5149,erp software development 20172021,0,train
5150,interface customer database program development,1,train
5151,module erp system java platform,1,train
5152,participate fix bug customer support,0,train
5153,training erp system ex single le double,1,train
5154,support sql oracle basic java basic ex opp,1,train
5155,project management development module,1,train
5156,datum analysis sql process,1,train
5157,design report excel export file pdf ireport,1,train
5158,add method api send bill,1,train
5159,design export report excel,1,train
5160,collaborate team develop ui / ux product,1,train
5161,access typescript react js redux ant design library bulma,1,train
5162,style software company,0,train
5163,idea website layout,1,train
5164,design website feature layout analyze previously,1,train
5165,hand take care customer payment,0,train
5166,project different field improve experience capacity,0,train
5167,master knowledge html css sass responsive javascript,1,train
5168,use basic photoshop,1,train
5169,development company want,0,train
5170,installandconfigureworkstationsbasedlan,0,train
5171,installconfigureandadministratesoftwareapplication,0,train
5172,configuremanageandmaintainnetworkingequipment,0,train
5173,networkinfrastructure,0,train
5174,installconfiguringandtroubleshootingnetworkingequipment,0,train
5175,configureandmonitorciscorouter,0,train
5176,implementwantechnologiesasnatvpn,0,train
5177,upgradeciscoroutersswitchesiosusingtftp,0,train
5178,computerperformance,0,train
5179,installandconfigureperipheralscomponentsanddriver,0,train
5180,configureandtroubleshootdesktopslaptopsandserver,0,train
5181,troubleshoothardwareandsoftwareproblem,0,train
